Txn_ID,User_ID,Tran_Source,Create_Date,Txn_Amount,From_Account,To_Account,Resp_Code,Tracer_No,Txn_Type,Particulars,Remarks,Device,IP_Address,Country,city_name,Latitude,Longitude
TXN8601997885,U10755,ATM,2025-12-25 09:11:27.114238,6287.22,AC7205196979,AC5470500173,0,191780,Fund_Transfer,Transfer to {{BEN}},Successful,Web,192.168.23.125,Bangladesh,Dhaka,23.8103,90.4125
TXN7563210029,U10758,POS,2025-12-09 10:54:28.988853,1427.41,AC1830446427,AC5821375821,0,174719,Bill_Payment,Electricity Bill,Successful,Android,192.168.173.52,Bangladesh,Chattogram,22.3569,91.7832
TXN2129871218,U10758,MobileApp,2025-12-11 11:25:56.522800,13448.34,AC1835955778,AC9874796663,12,883224,Bill_Payment,Electricity Bill,Invalid txn,Android,192.168.127.48,Bangladesh,Rangpur,25.7439,89.2752
TXN5209404043,U10758,POS,2025-12-12 10:51:45.055130,4380.17,AC1971072654,AC2875157301,12,120489,Merchant_Payment,POS Purchase,Invalid txn,iOS,192.168.133.221,Bangladesh,Others,23.5,90.5
TXN1036816123,U10758,POS,2025-12-15 12:41:27.454708,535.24,AC8883097945,AC9076698868,12,838539,Cash_Withdrawal,ATM Cash Withdrawal,Invalid txn,Android,192.168.224.149,Bangladesh,Noakhali,22.8167,91.1
TXN9973983925,U10758,MobileApp,2025-12-19 17:22:12.077663,8511.17,AC3029015331,AC4120882294,0,665247,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.234.219,Bangladesh,Barishal,22.701,90.3535
TXN6579347576,U10758,POS,2025-12-23 15:59:27.619828,5960.95,AC1890957466,AC2396825546,0,971129,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.14.121,Bangladesh,Dhaka,23.8103,90.4125
TXN7754246404,U10759,Internet,2025-12-19 12:16:10.476112,4993.05,AC6297412452,AC2400637552,0,206011,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.141.31,Bangladesh,Chattogram,22.3569,91.7832
TXN2962766131,U10759,POS,2025-12-28 16:41:28.181369,2052.6,AC8191881940,AC4858217821,12,123831,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Android,192.168.255.74,Bangladesh,Dhaka,23.8103,90.4125
TXN7634392498,U10760,Internet,2025-12-19 14:57:40.528582,20438.54,AC4933583191,AC1591416296,0,203367,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.241.109,Bangladesh,Dhaka,23.8103,90.4125
TXN7171822690,U10760,POS,2025-12-21 11:38:45.201642,1884.86,AC5863407786,AC6414198088,0,709790,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.189.57,Bangladesh,Others,23.5,90.5
TXN1248930185,U10760,MobileApp,2025-12-26 07:02:54.628878,9578.91,AC9732482396,AC2531178251,0,443789,Bill_Payment,Electricity Bill,Successful,Web,192.168.237.62,Bangladesh,Others,23.5,90.5
TXN1929293589,U10761,Internet,2025-12-10 19:21:52.353712,28414.57,AC1429478605,AC7770066197,12,628644,Fund_Transfer,Transfer to {{BEN}},Invalid txn,iOS,192.168.220.140,Bangladesh,Dhaka,23.8103,90.4125
TXN9981679839,U10761,MobileApp,2025-12-19 19:40:38.383613,6342.91,AC2144903953,AC4949913293,0,697473,Cash_Withdrawal,ATM Cash Withdrawal,Successful,iOS,192.168.42.193,Bangladesh,Chattogram,22.3569,91.7832
TXN8466802168,U10762,ATM,2025-12-07 10:54:10.213241,11792.18,AC9358767957,AC3235666807,0,262262,Refund,Refund to {{USER}},Successful,Android,192.168.190.51,Bangladesh,Dhaka,23.8103,90.4125
TXN7289358492,U10762,POS,2025-12-14 08:39:31.613897,3048.07,AC8963959589,AC7303402782,0,478408,Refund,Refund to {{USER}},Successful,iOS,192.168.254.25,Bangladesh,Khulna,22.8456,89.5403
TXN5784319612,U10762,POS,2025-12-14 18:13:29.372105,2872.8,AC8983601327,AC7547081359,12,662227,Bill_Payment,Electricity Bill,Invalid txn,iOS,192.168.222.101,Bangladesh,Dhaka,23.8103,90.4125
TXN9433949537,U10762,Internet,2025-12-29 18:46:21.073704,25042.97,AC3832002472,AC2975284179,12,195532,Fund_Transfer,Transfer to {{BEN}},Invalid txn,iOS,192.168.189.2,Bangladesh,Dhaka,23.8103,90.4125
TXN4962965168,U10764,POS,2025-12-01 13:35:23.160142,2149.97,AC3480726744,AC8111845653,0,221171,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.226.104,Bangladesh,Rangpur,25.7439,89.2752
TXN3498831917,U10764,ATM,2025-12-10 11:58:47.173080,6274.49,AC1509239204,AC4813907275,0,832277,Refund,Refund to {{USER}},Successful,Android,192.168.122.48,Bangladesh,Chattogram,22.3569,91.7832
TXN9782523991,U10764,MobileApp,2025-12-11 08:33:45.356319,6653.82,AC9381532417,AC4808111373,0,743664,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.172.174,Bangladesh,Kustia,,
TXN7185176718,U10765,MobileApp,2025-11-30 11:53:35.711993,3177.86,AC3033292110,AC2244736960,0,480028,Fund_Transfer,Transfer to {{BEN}},Successful,ATM,192.168.54.139,Bangladesh,Sylhet,24.8949,91.8687
TXN8599168931,U10765,POS,2025-12-07 10:02:44.219541,1175.93,AC8407553654,AC6205905744,0,189598,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.239.58,Bangladesh,Gazipur,23.999,90.42
TXN7744810841,U10765,ATM,2025-12-19 07:11:36.684330,4366.35,AC1118901576,AC2604632276,0,257464,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.37.58,Bangladesh,Dhaka,23.8103,90.4125
TXN6141371409,U10766,Internet,2025-12-21 15:34:24.179851,28014.8,AC9381714188,AC6460134241,12,901161,Cash_Withdrawal,ATM Cash Withdrawal,Invalid txn,Android,192.168.255.98,Bangladesh,Dhaka,23.8103,90.4125
TXN4603680245,U10767,MobileApp,2025-12-08 15:03:16.848304,6293.09,AC5457443508,AC5549821748,0,195068,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.171.18,Bangladesh,Sylhet,24.8949,91.8687
TXN4993559809,U10768,Internet,2025-12-16 23:24:50.922316,980.26,AC9832777953,AC6512902794,0,743335,Merchant_Payment,POS Purchase,Successful,Android,192.168.110.10,Bangladesh,Chattogram,22.3569,91.7832
TXN8990772799,U10769,Internet,2025-12-12 13:08:19.284782,26647.54,AC4905836739,AC8867223903,0,294326,Merchant_Payment,POS Purchase,Successful,iOS,192.168.184.169,Bangladesh,Others,23.5,90.5
TXN2060369919,U10769,ATM,2025-12-26 09:18:10.669105,609.88,AC8284979535,AC8188395366,0,234562,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.137.214,Bangladesh,Dhaka,23.8103,90.4125
TXN6862259849,U10770,MobileApp,2025-12-04 14:24:54.260515,7336.77,AC7856825216,AC8250280299,0,778038,Bill_Payment,Electricity Bill,Successful,iOS,192.168.215.246,Bangladesh,Chattogram,22.3569,91.7832
TXN3493922337,U10770,ATM,2025-12-08 16:08:40.734077,11831.86,AC1907385434,AC4170454147,0,430143,Cash_Withdrawal,ATM Cash Withdrawal,Successful,iOS,192.168.10.69,Bangladesh,Chattogram,22.3569,91.7832
TXN2068372707,U10771,POS,2025-12-15 02:14:27.693282,341.43,AC1942392235,AC4448304463,12,891738,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Web,192.168.150.25,Bangladesh,Others,23.5,90.5
TXN7297083715,U10772,MobileApp,2025-11-30 19:33:35.413526,2883.14,AC9599177385,AC8304768833,12,586686,Refund,Refund to {{USER}},Invalid txn,Android,192.168.127.21,Bangladesh,Rangpur,25.7439,89.2752
TXN9239164704,U10772,ATM,2025-12-19 08:05:16.044317,16391.06,AC8447056560,AC1320481942,12,148620,Fund_Transfer,Transfer to {{BEN}},Invalid txn,POS,192.168.132.24,Bangladesh,Others,23.5,90.5
TXN5784525172,U10773,POS,2025-12-10 13:46:41.335486,1284.07,AC1197077413,AC9528029095,12,408369,Fund_Transfer,Transfer to {{BEN}},Invalid txn,iOS,192.168.65.161,Bangladesh,Dhaka,23.8103,90.4125
TXN7840827840,U10773,ATM,2025-12-24 10:18:41.097022,12458.92,AC7220715079,AC2810672931,0,408249,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.54.168,Bangladesh,Others,23.5,90.5
TXN3551193694,U10774,Internet,2025-12-05 12:00:19.032648,10749.15,AC1713864681,AC7929824331,0,940922,Cash_Withdrawal,ATM Cash Withdrawal,Successful,iOS,192.168.126.148,Bangladesh,Others,23.5,90.5
TXN6099974464,U10774,Internet,2025-12-11 21:21:38.854981,24512.63,AC3896488422,AC4696708401,12,748808,Refund,Refund to {{USER}},Invalid txn,Android,192.168.199.198,Bangladesh,Barishal,22.701,90.3535
TXN4290292485,U10774,ATM,2025-12-22 20:08:19.873337,3815.41,AC1578165330,AC9627637627,0,484274,Fund_Transfer,Transfer to {{BEN}},Successful,ATM,192.168.163.70,Bangladesh,Chattogram,22.3569,91.7832
TXN3451557397,U10775,Internet,2025-12-05 03:16:13.254859,14881.61,AC4795476354,AC5332959723,12,125213,Merchant_Payment,POS Purchase,Invalid txn,Web,192.168.252.86,Bangladesh,Barishal,22.701,90.3535
TXN1212005071,U10775,Internet,2025-12-12 20:31:15.285809,46905.19,AC4676357431,AC2196045394,12,279911,Fund_Transfer,Transfer to {{BEN}},Invalid txn,ATM,192.168.46.38,Bangladesh,Dhaka,23.8103,90.4125
TXN5305382250,U10775,POS,2025-12-16 18:37:28.957515,1329.75,AC3696731862,AC7165260276,12,710883,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Web,192.168.243.244,Bangladesh,Others,23.5,90.5
TXN1608795568,U10775,MobileApp,2025-12-22 14:59:29.593866,668.42,AC6251790894,AC2130574865,0,999398,Bill_Payment,Electricity Bill,Successful,Web,192.168.112.131,Bangladesh,Dhaka,23.8103,90.4125
TXN7160915737,U10776,ATM,2025-12-05 18:03:08.256645,11294.01,AC4833170946,AC3004481363,0,970240,Bill_Payment,Electricity Bill,Successful,Android,192.168.192.156,Bangladesh,Chattogram,22.3569,91.7832
TXN3947925441,U10776,ATM,2025-12-07 12:44:26.482122,6513.25,AC3129090038,AC9941517844,0,684409,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.29.129,Bangladesh,Feni,23.014,91.4
TXN6975936919,U10776,POS,2025-12-10 13:26:17.755084,1603.26,AC9067384737,AC7392927712,0,256896,Bill_Payment,Electricity Bill,Successful,Web,192.168.181.149,Bangladesh,Noakhali,22.8167,91.1
TXN6354833016,U10776,Internet,2025-12-29 18:20:41.901439,13962.3,AC5964905406,AC6213981127,0,740453,Fund_Transfer,Transfer to {{BEN}},Successful,POS,192.168.237.155,Bangladesh,Others,23.5,90.5
TXN3421365626,U10777,ATM,2025-12-25 15:55:23.054967,2928.25,AC2611394557,AC4481288500,12,179920,Fund_Transfer,Transfer to {{BEN}},Invalid txn,ATM,192.168.127.111,Bangladesh,Dhaka,23.8103,90.4125
TXN8791691603,U10777,ATM,2025-12-27 19:21:25.432671,7412.16,AC7529517025,AC3512542504,0,337974,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.71.207,Bangladesh,Khulna,22.8456,89.5403
TXN1584780351,U10778,POS,2025-12-16 00:09:50.285544,1660.67,AC6669102089,AC8889293238,0,170377,Bill_Payment,Electricity Bill,Successful,POS,192.168.17.245,Bangladesh,Khulna,22.8456,89.5403
TXN7018233055,U10778,Internet,2025-12-26 16:08:04.131610,1035.28,AC4392804147,AC7195879473,0,837180,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.41.253,Bangladesh,Feni,23.014,91.4
TXN9731360467,U10778,Internet,2025-12-29 20:39:24.973973,14252.58,AC8807390220,AC3758790241,12,749041,Merchant_Payment,POS Purchase,Invalid txn,ATM,192.168.171.212,Bangladesh,Khulna,22.8456,89.5403
TXN2220972387,U10779,MobileApp,2025-12-03 11:45:53.377027,6103.89,AC1960265462,AC1437647128,0,876127,Fund_Transfer,Transfer to {{BEN}},Successful,ATM,192.168.175.188,Bangladesh,Feni,23.014,91.4
TXN3187617749,U10779,Internet,2025-12-21 19:36:31.829764,8931.29,AC2778845088,AC8883322281,12,971424,Fund_Transfer,Transfer to {{BEN}},Invalid txn,iOS,192.168.113.65,Bangladesh,Others,23.5,90.5
TXN5822790929,U10779,Internet,2025-12-29 12:56:43.463469,13479.16,AC9439996545,AC2016906221,12,747650,Bill_Payment,Electricity Bill,Invalid txn,iOS,192.168.40.174,Bangladesh,Dhaka,23.8103,90.4125
TXN5175412641,U10780,Internet,2025-12-21 16:31:46.897163,16061.53,AC3713986603,AC5439126675,0,928771,Bill_Payment,Electricity Bill,Successful,iOS,192.168.239.97,Bangladesh,Chattogram,22.3569,91.7832
TXN9697712217,U10781,POS,2025-12-03 09:23:38.450338,1053.37,AC9295823817,AC1466301670,12,749037,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Android,192.168.204.238,Bangladesh,Kustia,,
TXN1214230752,U10781,POS,2025-12-14 19:07:19.641577,2540.88,AC8507778041,AC2026867815,0,484840,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.39.66,Bangladesh,Dhaka,23.8103,90.4125
TXN6250546027,U10781,Internet,2025-12-15 20:44:30.058366,8141.0,AC5657224275,AC9008522351,0,199177,Bill_Payment,Electricity Bill,Successful,Android,192.168.215.134,Bangladesh,Chattogram,22.3569,91.7832
TXN1828517647,U10781,ATM,2025-12-22 13:37:43.567189,9561.42,AC9973502304,AC7827009484,12,590932,Merchant_Payment,POS Purchase,Invalid txn,Web,192.168.222.95,Bangladesh,Dhaka,23.8103,90.4125
TXN1799580761,U10782,POS,2025-12-18 09:38:37.250057,2874.6,AC3885632206,AC2904835479,12,122985,Bill_Payment,Electricity Bill,Invalid txn,iOS,192.168.120.213,Bangladesh,Jessore,23.171,89.2024
TXN8667209175,U10782,POS,2025-12-25 14:57:53.381617,3227.77,AC5764141952,AC6146352004,0,867185,Bill_Payment,Electricity Bill,Successful,Web,192.168.24.203,Bangladesh,Dhaka,23.8103,90.4125
TXN5742669564,U10782,Internet,2025-12-25 17:22:39.023497,4225.95,AC4212990540,AC8226337346,0,851375,Refund,Refund to {{USER}},Successful,iOS,192.168.123.46,Bangladesh,Dhaka,23.8103,90.4125
TXN6218352209,U10783,ATM,2025-11-30 12:14:44.297394,6669.8,AC8556501970,AC2751771928,0,577921,Merchant_Payment,POS Purchase,Successful,Android,192.168.138.203,Bangladesh,Others,23.5,90.5
TXN7192616968,U10783,ATM,2025-12-20 08:06:44.008884,16224.24,AC1412682878,AC3288218993,0,202697,Merchant_Payment,POS Purchase,Successful,Android,192.168.188.242,Bangladesh,Others,23.5,90.5
TXN4057603559,U10783,POS,2025-12-26 18:56:17.237199,1945.66,AC2076217494,AC9835337166,0,947099,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.27.13,Bangladesh,Dhaka,23.8103,90.4125
TXN1433695010,U10786,Internet,2025-12-08 13:49:07.669560,23237.98,AC9293969113,AC7790185085,0,778176,Merchant_Payment,POS Purchase,Successful,Web,192.168.53.21,Bangladesh,Khulna,22.8456,89.5403
TXN9208152349,U10786,MobileApp,2025-12-16 20:33:56.978586,1808.19,AC1268457433,AC7322003376,0,739699,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.58.106,Bangladesh,Chattogram,22.3569,91.7832
TXN7969248135,U10786,MobileApp,2025-12-29 12:57:21.391260,7427.87,AC9727924020,AC4896560379,0,331333,Merchant_Payment,POS Purchase,Successful,Android,192.168.213.229,Bangladesh,Rangpur,25.7439,89.2752
TXN1280570273,U10787,POS,2025-12-03 10:17:33.173155,1336.97,AC8608314940,AC7198463751,0,818174,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.154.63,Bangladesh,Jessore,23.171,89.2024
TXN7380636968,U10787,ATM,2025-12-09 18:13:24.216824,6610.92,AC9230573317,AC1732805302,0,985050,Fund_Transfer,Transfer to {{BEN}},Successful,Web,192.168.15.24,Bangladesh,Chattogram,22.3569,91.7832
TXN4103854247,U10787,Internet,2025-12-21 22:27:58.109138,12654.88,AC9904344894,AC4086771988,0,545675,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.217.14,Bangladesh,Sylhet,24.8949,91.8687
TXN6475549253,U10787,POS,2025-12-29 07:09:47.313937,4270.48,AC8785455796,AC9341139272,0,570555,Cash_Withdrawal,ATM Cash Withdrawal,Successful,ATM,192.168.154.101,Bangladesh,Others,23.5,90.5
TXN8366872761,U10788,Internet,2025-12-03 21:10:17.059301,14464.57,AC7337025024,AC5939969174,0,870280,Bill_Payment,Electricity Bill,Successful,Android,192.168.79.60,Bangladesh,Dhaka,23.8103,90.4125
TXN2596299297,U10788,Internet,2025-12-10 12:37:11.716249,38975.64,AC6869477509,AC8427649332,12,759994,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Android,192.168.75.137,Bangladesh,Chattogram,22.3569,91.7832
TXN2110779742,U10788,MobileApp,2025-12-27 18:02:02.258314,753.44,AC2017047839,AC8520023604,12,249179,Merchant_Payment,POS Purchase,Invalid txn,POS,192.168.134.132,Bangladesh,Dhaka,23.8103,90.4125
TXN9098767835,U10789,Internet,2025-12-03 10:36:04.632832,25303.4,AC9543063297,AC9176331380,0,958174,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.249.241,Bangladesh,Rangpur,25.7439,89.2752
TXN8245256264,U10790,POS,2025-12-12 01:05:32.746790,2083.04,AC9527901863,AC3859522234,0,676868,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.178.252,Bangladesh,Sylhet,24.8949,91.8687
TXN9374993690,U10790,POS,2025-12-24 12:58:41.169315,791.18,AC2525230204,AC6578795509,0,654468,Merchant_Payment,POS Purchase,Successful,POS,192.168.24.53,Bangladesh,Sylhet,24.8949,91.8687
TXN6755830030,U10791,ATM,2025-12-23 08:15:15.397007,9753.63,AC4363612479,AC3770962916,0,816953,Fund_Transfer,Transfer to {{BEN}},Successful,Web,192.168.234.172,Bangladesh,Chattogram,22.3569,91.7832
TXN3133813786,U10792,Internet,2025-11-30 11:30:29.505059,2447.51,AC6637481265,AC7946328260,12,141325,Refund,Refund to {{USER}},Invalid txn,Android,192.168.53.1,Bangladesh,Feni,23.014,91.4
TXN5357976331,U10792,ATM,2025-12-15 18:01:12.765941,17695.49,AC5469643770,AC7424812554,0,199751,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.96.21,Bangladesh,Khulna,22.8456,89.5403
TXN1246006388,U10793,POS,2025-11-30 13:51:20.895089,2295.3,AC2761739320,AC5049886297,0,880549,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.180.126,Bangladesh,Dhaka,23.8103,90.4125
TXN9292942898,U10793,MobileApp,2025-12-08 06:22:21.618027,2646.35,AC8992829839,AC3965273799,12,235081,Bill_Payment,Electricity Bill,Invalid txn,Web,192.168.143.61,Bangladesh,Chattogram,22.3569,91.7832
TXN5639599323,U10793,POS,2025-12-17 17:20:11.980809,1330.25,AC4440737646,AC1995749327,0,764640,Bill_Payment,Electricity Bill,Successful,ATM,192.168.160.240,Bangladesh,Chattogram,22.3569,91.7832
TXN4681205958,U10793,Internet,2025-12-27 11:42:55.392130,1107.81,AC9314281569,AC4537541490,12,818616,Refund,Refund to {{USER}},Invalid txn,Web,192.168.48.244,Bangladesh,Chattogram,22.3569,91.7832
TXN6320880449,U10794,MobileApp,2025-12-08 08:43:41.362132,6001.0,AC8128948143,AC4847362665,0,843437,Merchant_Payment,POS Purchase,Successful,Web,192.168.212.35,Bangladesh,Dhaka,23.8103,90.4125
TXN7933999332,U10794,MobileApp,2025-12-16 20:44:59.000551,13017.63,AC1080199729,AC3309695335,0,260918,Bill_Payment,Electricity Bill,Successful,Android,192.168.153.130,Bangladesh,Dhaka,23.8103,90.4125
TXN4550030597,U10794,Internet,2025-12-22 13:23:37.585025,16952.59,AC8485119397,AC2696652534,0,974692,Bill_Payment,Electricity Bill,Successful,Android,192.168.26.158,Bangladesh,Dhaka,23.8103,90.4125
TXN8379794435,U10795,ATM,2025-12-18 19:30:10.021243,4054.82,AC8661194434,AC1846228818,0,214732,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.240.36,Bangladesh,Rangpur,25.7439,89.2752
TXN1767213395,U10796,MobileApp,2025-12-07 20:26:22.750168,3637.46,AC6444652146,AC2441704400,0,773423,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.121.36,Bangladesh,Noakhali,22.8167,91.1
TXN2346115599,U10796,POS,2025-12-18 13:11:29.113594,3889.27,AC5270254561,AC3780880590,0,349374,Bill_Payment,Electricity Bill,Successful,Android,192.168.101.216,Bangladesh,Rangpur,25.7439,89.2752
TXN6019273820,U10796,MobileApp,2025-12-30 07:38:02.780751,6889.7,AC1373861629,AC8037236892,0,625390,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.123.129,Bangladesh,Sylhet,24.8949,91.8687
TXN2380679900,U10799,POS,2025-12-09 11:43:51.644550,1291.48,AC4457503695,AC2002382227,0,739204,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.99.248,Bangladesh,Satkhira,22.71,89.0833
TXN8209925237,U10799,POS,2025-12-10 16:34:12.048810,1778.49,AC3627945469,AC3886211996,0,797535,Merchant_Payment,POS Purchase,Successful,ATM,192.168.65.101,Bangladesh,Jessore,23.171,89.2024
TXN3842130721,U10799,MobileApp,2025-12-19 09:03:12.624167,5021.89,AC3011444676,AC8665047779,0,258427,Merchant_Payment,POS Purchase,Successful,iOS,192.168.46.240,Bangladesh,Chattogram,22.3569,91.7832
TXN5006724098,U10800,MobileApp,2025-12-20 14:52:03.972370,2578.72,AC6233166664,AC5872292244,0,823102,Merchant_Payment,POS Purchase,Successful,iOS,192.168.159.43,Bangladesh,Dhaka,23.8103,90.4125
TXN3870425670,U10801,Internet,2025-11-30 12:04:42.152718,40634.2,AC3192101074,AC9384604033,0,462346,Cash_Withdrawal,ATM Cash Withdrawal,Successful,iOS,192.168.115.41,Bangladesh,Kustia,,
TXN6937771805,U10801,MobileApp,2025-12-04 19:26:58.719441,690.06,AC5864730158,AC1315394003,0,985843,Fund_Transfer,Transfer to {{BEN}},Successful,POS,192.168.109.229,Bangladesh,Dhaka,23.8103,90.4125
TXN8220297485,U10801,POS,2025-12-14 11:30:09.443949,2256.88,AC8952514528,AC4981156942,0,793050,Bill_Payment,Electricity Bill,Successful,iOS,192.168.231.224,Bangladesh,Dhaka,23.8103,90.4125
TXN8396725955,U10801,POS,2025-12-19 11:24:37.936343,2912.33,AC9198403867,AC4277134619,0,652031,Bill_Payment,Electricity Bill,Successful,Android,192.168.34.205,Bangladesh,Others,23.5,90.5
TXN2931936667,U10801,Internet,2025-12-22 13:52:27.848706,43334.75,AC4079670343,AC5079888084,0,607976,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.20.51,Bangladesh,Kumilla,,
TXN3840122922,U10802,MobileApp,2025-12-27 16:01:56.905650,1487.96,AC1901499353,AC6435155537,12,145770,Fund_Transfer,Transfer to {{BEN}},Invalid txn,Android,192.168.16.233,Bangladesh,Barishal,22.701,90.3535
TXN1073084280,U10803,Internet,2025-12-09 08:37:07.085997,6479.57,AC6520061684,AC2114272761,0,533673,Bill_Payment,Electricity Bill,Successful,Android,192.168.170.1,Bangladesh,Others,23.5,90.5
TXN2987914746,U10805,ATM,2025-12-03 10:34:19.144270,5284.88,AC3090550918,AC8727603214,0,931846,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.97.234,Bangladesh,Jessore,23.171,89.2024
TXN5773854130,U10805,Internet,2025-12-12 13:26:05.070333,23005.07,AC9935304996,AC4288832940,0,916296,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.244.225,Bangladesh,Dhaka,23.8103,90.4125
TXN5216008102,U10805,MobileApp,2025-12-17 09:32:50.114737,8303.97,AC4740844346,AC5990689652,0,640469,Cash_Withdrawal,ATM Cash Withdrawal,Successful,Android,192.168.175.38,Bangladesh,Others,23.5,90.5
TXN9272354488,U10805,MobileApp,2025-12-24 17:39:12.234756,1843.95,AC5071583158,AC8209316483,0,284889,Bill_Payment,Electricity Bill,Successful,iOS,192.168.165.124,Bangladesh,Dhaka,23.8103,90.4125
TXN9705370247,U10806,ATM,2025-12-14 14:54:52.680775,3835.64,AC4785316456,AC9671941644,0,117846,Fund_Transfer,Transfer to {{BEN}},Successful,iOS,192.168.59.7,Bangladesh,Sylhet,24.8949,91.8687
TXN2953855274,U10807,ATM,2025-12-20 08:27:04.881077,17572.93,AC2558545681,AC5013836988,0,574072,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.149.86,Bangladesh,Khulna,22.8456,89.5403
TXN8704092219,U10808,ATM,2025-12-18 16:05:14.605332,8993.02,AC8431529188,AC9247169558,0,827955,Fund_Transfer,Transfer to {{BEN}},Successful,POS,192.168.227.106,Bangladesh,Gazipur,23.999,90.42
TXN3912713297,U10808,POS,2025-12-21 19:09:08.771952,2366.72,AC2944586122,AC2668556342,0,987591,Fund_Transfer,Transfer to {{BEN}},Successful,ATM,192.168.110.113,Bangladesh,Chattogram,22.3569,91.7832
TXN9786495287,U10809,MobileApp,2025-12-21 12:28:18.924616,1703.1,AC9960508301,AC7491216874,0,772659,Fund_Transfer,Transfer to {{BEN}},Successful,Web,192.168.174.44,Bangladesh,Bogra,24.85,89.37
TXN1664766141,U10810,POS,2025-12-02 02:08:00.217597,848.53,AC1172920147,AC7343183502,0,424587,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.67.197,Bangladesh,Dhaka,23.8103,90.4125
TXN1798198252,U10810,MobileApp,2025-12-22 09:30:51.164702,557.42,AC5091784014,AC7725545116,0,814633,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.26.221,Bangladesh,Chattogram,22.3569,91.7832
TXN5670526937,U10811,Internet,2025-12-05 19:35:40.460840,12921.79,AC5029425132,AC1480548500,12,965792,Bill_Payment,Electricity Bill,Invalid txn,Android,192.168.250.222,Bangladesh,Jessore,23.171,89.2024
TXN7824495732,U10811,MobileApp,2025-12-10 11:34:28.180382,2582.74,AC1830964566,AC5323908377,0,802577,Fund_Transfer,Transfer to {{BEN}},Successful,ATM,192.168.11.61,Bangladesh,Others,23.5,90.5
TXN4389827780,U10811,MobileApp,2025-12-23 09:00:00.507195,10566.36,AC6573767034,AC9128106364,0,267375,Refund,Refund to {{USER}},Successful,iOS,192.168.201.212,Bangladesh,Khulna,22.8456,89.5403
TXN1105853804,U10812,Internet,2025-12-03 14:07:56.742239,25151.84,AC1052156654,AC5452252551,0,707932,Cash_Withdrawal,ATM Cash Withdrawal,Successful,iOS,192.168.164.119,Bangladesh,Feni,23.014,91.4
TXN9448735208,U10812,Internet,2025-12-05 20:58:03.378908,2581.76,AC8104422095,AC6517977888,0,534741,Bill_Payment,Electricity Bill,Successful,ATM,192.168.84.32,Bangladesh,Jessore,23.171,89.2024
TXN3336951086,U10812,ATM,2025-12-08 00:57:15.701858,17300.51,AC2826367952,AC7697587119,0,694538,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.55.214,Bangladesh,Sylhet,24.8949,91.8687
TXN1468929531,U10812,Internet,2025-12-08 12:34:06.859878,3060.47,AC1636084586,AC3409952529,0,644288,Fund_Transfer,Transfer to {{BEN}},Successful,Android,192.168.24.210,Bangladesh,Dhaka,23.8103,90.4125
TXN2007514524,U10812,ATM,2025-12-14 09:44:03.352374,3278.28,AC3691490988,AC2108661926,12,871083,Cash_Withdrawal,ATM Cash Withdrawal,Invalid txn,Android,192.168.31.62,Bangladesh,Chattogram,22.3569,91.7832
